index,title,tags,authors,abstract
2510.23597,The Compressed 3D Lyman-Alpha Forest Bispectrum,"['astro-ph.CO', 'astro-ph.GA', 'hep-th']","['Roger de Belsunce', 'James M. Sullivan', 'Patrick McDonald']","Cosmological studies of the Lyman-Alpha (Lya) forest typically constrain parameters using two-point statistics. However, higher-order statistics, such as the three-point function (or its Fourier counterpart, the bispectrum) offer additional information and help break the degeneracy between the mean flux and power spectrum amplitude, albeit at a significant computational cost. To address this, we extend an existing highly informative compression of the bispectrum, the skew spectra, to the Lya forest. We derive the tree-level bispectrum of Lya forest fluctuations in the framework of effective field theory (EFT) directly in redshift space and validate our methodology on synthetic Lya forest data. We measure the anisotropic cross-spectra between the transmitted flux fraction and all quadratic operators arising in the bispectrum, yielding a set of 26 skew spectra. Using idealized 3D Gaussian smoothing (R=10 Mpc/h), we find good agreement (1-2 sigma level based on the statistical errors of the mocks) with the theoretical tree-level bispectrum prediction for monopole and quadrupole up to k <= 0.17 h/Mpc. To enable the cosmological analysis of Lya forest data from the currently observing Dark Energy Spectroscopic Instrument (DESI), where we cannot do 3D smoothing, we use a line-of-sight smoothing and introduce a new statistic, the shifted skew spectra. These probe non-squeezed bispectrum triangles and avoid locally applying quadratic operators to the field by displacing one copy of the field in the radial direction. Using a fixed displacement of 40 Mpc/h (and line-of-sight smoothing of 10 Mpc/h) yields a similar agreement with the theory prediction. For the special case of correlating the squared (and displaced) field with the original one, we analytically forward model the window function making this approach readily applicable to DESI data."
2510.23596,Think Twice: Branch-and-Rethink Reasoning Reward Model,['cs.CL'],"['Yizhu Jiao', 'Jiaqi Zeng', 'Julien Veron Vialard', 'Oleksii Kuchaiev', 'Jiawei Han', 'Olivier Delalleau']","Large language models (LLMs) increasingly rely on thinking models that externalize intermediate steps and allocate extra test-time compute, with think-twice strategies showing that a deliberate second pass can elicit stronger reasoning. In contrast, most reward models (RMs) still compress many quality dimensions into a single scalar in one shot, a design that induces judgment diffusion: attention spreads across evaluation criteria, yielding diluted focus and shallow analysis. We introduce branch-and-rethink (BR-RM), a two-turn RM that transfers the think-twice principle to reward modeling. Turn 1 performs adaptive branching, selecting a small set of instance-critical dimensions (such as factuality and safety) and sketching concise, evidence-seeking hypotheses. Turn 2 executes branch-conditioned rethinking, a targeted reread that tests those hypotheses and scrutinizes only what matters most. We train with GRPO-style reinforcement learning over structured two-turn traces using a simple binary outcome reward with strict format checks, making the approach compatible with standard RLHF pipelines. By converting all-at-oncescoringintofocused, second-lookreasoning, BR-RMreducesjudgmentdiffusionandimproves sensitivity to subtle yet consequential errors while remaining practical and scalable. Experimental results demonstrate that our model achieves state-of-the-art performance on three challenging reward modeling benchmarks across diverse domains. The code and the model will be released soon."
2510.23595,Multi-Agent Evolve: LLM Self-Improve through Co-evolution,['cs.AI'],"['Yixing Chen', 'Yiding Wang', 'Siqi Zhu', 'Haofei Yu', 'Tao Feng', 'Muhan Zhan', 'Mostofa Patwary', 'Jiaxuan You']","Reinforcement Learning (RL) has demonstrated significant potential in enhancing the reasoning capabilities of large language models (LLMs). However, the success of RL for LLMs heavily relies on human-curated datasets and verifiable rewards, which limit their scalability and generality. Recent Self-Play RL methods, inspired by the success of the paradigm in games and Go, aim to enhance LLM reasoning capabilities without human-annotated data. However, their methods primarily depend on a grounded environment for feedback (e.g., a Python interpreter or a game engine); extending them to general domains remains challenging. To address these challenges, we propose Multi-Agent Evolve (MAE), a framework that enables LLMs to self-evolve in solving diverse tasks, including mathematics, reasoning, and general knowledge Q&A. The core design of MAE is based on a triplet of interacting agents (Proposer, Solver, Judge) that are instantiated from a single LLM, and applies reinforcement learning to optimize their behaviors. The Proposer generates questions, the Solver attempts solutions, and the Judge evaluates both while co-evolving. Experiments on Qwen2.5-3B-Instruct demonstrate that MAE achieves an average improvement of 4.54% on multiple benchmarks. These results highlight MAE as a scalable, data-efficient method for enhancing the general reasoning abilities of LLMs with minimal reliance on human-curated supervision."
2510.23594,PRISM-Bench: A Benchmark of Puzzle-Based Visual Tasks with CoT Error Detection,['cs.CV'],"['Yusu Qian', 'Cheng Wan', 'Chao Jia', 'Yinfei Yang', 'Qingyu Zhao', 'Zhe Gan']","We introduce \textbf{PRISM-Bench}, a benchmark of puzzle-based visual challenges designed to evaluate not only whether models can solve problems, but how their reasoning unfolds. Unlike prior evaluations that measure only final-answer accuracy, PRISM-Bench introduces a diagnostic task: given a visual puzzle and a step-by-step chain-of-thought (CoT) containing exactly one error, models must identify the first incorrect step. This setting enables fine-grained assessment of logical consistency, error detection, and visual reasoning. The puzzles in PRISM-Bench require multi-step symbolic, geometric, and analogical reasoning, resisting shortcuts based on superficial pattern matching. Evaluations across state-of-the-art MLLMs reveal a persistent gap between fluent generation and faithful reasoning: models that produce plausible CoTs often fail to locate simple logical faults. By disentangling answer generation from reasoning verification, PRISM-Bench offers a sharper lens on multimodal reasoning competence and underscores the need for diagnostic evaluation protocols in the development of trustworthy MLLMs."
2510.23593,On Terwilliger $\mathbb{F}$-algebras of factorial association schemes,"['math.CO', 'math.RT']","['Jiu-Yang He', 'Yu Jiang']","The Terwilliger algebras of association schemes over an arbitrary field $\mathbb{F}$ were called the Terwilliger $\mathbb{F}$-algebras of association schemes in [9]. In this paper, we study the Terwilliger $\mathbb{F}$-algebras of factorial association schemes. We determine the centers, the semisimplicity, the Jacobson radicals and their nilpotent indices, the Wedderburn-Artin decompositions of the Terwilliger $\mathbb{F}$-algebras of factorial association schemes. Moreover, we determine all Terwilliger $\mathbb{F}$-algebras of factorial association schemes that are the symmetric $\mathbb{F}$-algebras or the Frobenius $\mathbb{F}$-algebras."
2510.23592,Coherent all-optical tuning of large-area phase-gradient metasurface,['physics.optics'],"['Zhiping He', 'Xu Fang', 'Juejun Hu']","Tunable active metasurfaces have become a major research focus in recent years. Among tuning mechanisms, all-optical coherent control stands out because it requires no material or geometric change, enabling ultrafast, low-energy, interference-based modulation of amplitude, phase, and polarization in ultrathin devices. However, when applied to phase-gradient metasurfaces, coherent control has been limited to small apertures effectively confined to a single Fresnel zone, leading to large divergence and degraded beam quality. Here we propose and numerically validate a scalable method that enables large-area coherent control. The key idea is to use coherent illumination to tune the phase gradient within each Fresnel zone while a direct search algorithm optimizes zone-by-zone parameters to meet system-level targets. Using this principle, we demonstrate continuous tuning of a large-area metasurface for continuous beam-steering without per-meta-atom phase actuation. The same framework applies broadly to continuously tunable phase-gradient optics, including varifocal metalenses, parfocal zoom metalenses, tunable axicons, and related dynamic focusing elements."
2510.23591,Gaussian tomography for cold-atom simulators,"['quant-ph', 'cond-mat.quant-gas']","['Matthew Kiser', 'Max McGinley', 'Daniel Malz']","A limitation of analog quantum simulators based on cold atoms in optical lattices is that readout is typically limited to observables diagonal in the charge basis, i.e., densities and density correlation functions. To overcome this limitation, we propose experiment-friendly schemes to measure charge-off-diagonal correlations (such as currents). Our protocols use non-interacting dynamics for random times followed by standard quantum gas microscope measurements to effectively measure in random bases. The main requirement of our scheme is the ability to turn off interactions, which can be done in many atomic species using Feshbach resonances. Importantly, our scheme requires no local control and otherwise also exhibits modest requirements in terms of total evolution time and number of repetitions. We numerically demonstrate efficient estimation of bilinear correlation functions, requiring less than $4000$ samples to measure local currents to 5% error (system-size independent) and $\sim 10^4$ samples to simultaneously measure all non-local correlations in 70-site systems. Due to its simplicity, our protocol is implementable in existing platforms and thus paves the way to precision measurements beyond particle number measurements."
2510.23590,Lightweight Robust Direct Preference Optimization,['cs.LG'],"['Cheol Woo Kim', 'Shresth Verma', 'Mauricio Tec', 'Milind Tambe']","Direct Preference Optimization (DPO) has become a popular method for fine-tuning large language models (LLMs) due to its stability and simplicity. However, it is also known to be sensitive to noise in the data and prone to overfitting. Recent works have proposed using distributionally robust optimization (DRO) to address potential noise and distributional shift in the data. However, these methods often suffer from excessive conservatism and high computational cost. We propose DPO-PRO (DPO with Preference Robustness), a robust fine-tuning algorithm based on DPO which accounts for uncertainty in the preference distribution through a lightweight DRO formulation. Unlike prior DRO-based variants, DPO-PRO focuses solely on uncertainty in preferences, avoiding unnecessary conservatism and incurring negligible computational overhead. We further show that DPO-PRO is equivalent to a regularized DPO objective that penalizes model overconfidence under weak preference signals. We evaluate DPO-PRO on standard alignment benchmarks and a real-world public health task. Experimental results show that our method consistently improves robustness to noisy preference signals compared to existing DPO variants."
2510.23589,InFlux: A Benchmark for Self-Calibration of Dynamic Intrinsics of Video Cameras,['cs.CV'],"['Erich Liang', 'Roma Bhattacharjee', 'Sreemanti Dey', 'Rafael Moschopoulos', 'Caitlin Wang', 'Michel Liao', 'Grace Tan', 'Andrew Wang', 'Karhan Kayan', 'Stamatis Alexandropoulos', 'Jia Deng']","Accurately tracking camera intrinsics is crucial for achieving 3D understanding from 2D video. However, most 3D algorithms assume that camera intrinsics stay constant throughout a video, which is often not true for many real-world in-the-wild videos. A major obstacle in this field is a lack of dynamic camera intrinsics benchmarks--existing benchmarks typically offer limited diversity in scene content and intrinsics variation, and none provide per-frame intrinsic changes for consecutive video frames. In this paper, we present Intrinsics in Flux (InFlux), a real-world benchmark that provides per-frame ground truth intrinsics annotations for videos with dynamic intrinsics. Compared to prior benchmarks, InFlux captures a wider range of intrinsic variations and scene diversity, featuring 143K+ annotated frames from 386 high-resolution indoor and outdoor videos with dynamic camera intrinsics. To ensure accurate per-frame intrinsics, we build a comprehensive lookup table of calibration experiments and extend the Kalibr toolbox to improve its accuracy and robustness. Using our benchmark, we evaluate existing baseline methods for predicting camera intrinsics and find that most struggle to achieve accurate predictions on videos with dynamic intrinsics. For the dataset, code, videos, and submission, please visit https://influx.cs.princeton.edu/."
2510.23588,FARMER: Flow AutoRegressive Transformer over Pixels,['cs.CV'],"['Guangting Zheng', 'Qinyu Zhao', 'Tao Yang', 'Fei Xiao', 'Zhijie Lin', 'Jie Wu', 'Jiajun Deng', 'Yanyong Zhang', 'Rui Zhu']","Directly modeling the explicit likelihood of the raw data distribution is key topic in the machine learning area, which achieves the scaling successes in Large Language Models by autoregressive modeling. However, continuous AR modeling over visual pixel data suffer from extremely long sequences and high-dimensional spaces. In this paper, we present FARMER, a novel end-to-end generative framework that unifies Normalizing Flows (NF) and Autoregressive (AR) models for tractable likelihood estimation and high-quality image synthesis directly from raw pixels. FARMER employs an invertible autoregressive flow to transform images into latent sequences, whose distribution is modeled implicitly by an autoregressive model. To address the redundancy and complexity in pixel-level modeling, we propose a self-supervised dimension reduction scheme that partitions NF latent channels into informative and redundant groups, enabling more effective and efficient AR modeling. Furthermore, we design a one-step distillation scheme to significantly accelerate inference speed and introduce a resampling-based classifier-free guidance algorithm to boost image generation quality. Extensive experiments demonstrate that FARMER achieves competitive performance compared to existing pixel-based generative models while providing exact likelihoods and scalable training."
2510.23587,A Survey of Data Agents: Emerging Paradigm or Overstated Hype?,"['cs.DB', 'cs.AI']","['Yizhang Zhu', 'Liangwei Wang', 'Chenyu Yang', 'Xiaotian Lin', 'Boyan Li', 'Wei Zhou', 'Xinyu Liu', 'Zhangyang Peng', 'Tianqi Luo', 'Yu Li', 'Chengliang Chai', 'Chong Chen', 'Shimin Di', 'Ju Fan', 'Ji Sun', 'Nan Tang', 'Fugee Tsung', 'Jiannan Wang', 'Chenglin Wu', 'Yanwei Xu', 'Shaolei Zhang', 'Yong Zhang', 'Xuanhe Zhou', 'Guoliang Li', 'Yuyu Luo']","The rapid advancement of large language models (LLMs) has spurred the emergence of data agents--autonomous systems designed to orchestrate Data + AI ecosystems for tackling complex data-related tasks. However, the term ""data agent"" currently suffers from terminological ambiguity and inconsistent adoption, conflating simple query responders with sophisticated autonomous architectures. This terminological ambiguity fosters mismatched user expectations, accountability challenges, and barriers to industry growth. Inspired by the SAE J3016 standard for driving automation, this survey introduces the first systematic hierarchical taxonomy for data agents, comprising six levels that delineate and trace progressive shifts in autonomy, from manual operations (L0) to a vision of generative, fully autonomous data agents (L5), thereby clarifying capability boundaries and responsibility allocation. Through this lens, we offer a structured review of existing research arranged by increasing autonomy, encompassing specialized data agents for data management, preparation, and analysis, alongside emerging efforts toward versatile, comprehensive systems with enhanced autonomy. We further analyze critical evolutionary leaps and technical gaps for advancing data agents, especially the ongoing L2-to-L3 transition, where data agents evolve from procedural execution to autonomous orchestration. Finally, we conclude with a forward-looking roadmap, envisioning the advent of proactive, generative data agents."
2510.23586,From Zonal to Nodal Capacity Expansion Planning: Spatial Aggregation Impacts on a Realistic Test-Case,"['math.OC', 'eess.SY']","['Elizabeth Glista', 'Bernard Knueven', 'Jean-Paul Watson']","Solving power system capacity expansion planning (CEP) problems at realistic spatial resolutions is computationally challenging. Thus, a common practice is to solve CEP over zonal models with low spatial resolution rather than over full-scale nodal power networks. Due to improvements in solving large-scale stochastic mixed integer programs, these computational limitations are becoming less relevant, and the assumption that zonal models are realistic and useful approximations of nodal CEP is worth revisiting. This work is the first to conduct a systematic computational study on the assumption that spatial aggregation can reasonably be used for ISO- and interconnect-scale CEP. By considering a realistic, large-scale test network based on the state of California with over 8,000 buses and 10,000 transmission lines, we demonstrate that well-designed small spatial aggregations can yield good approximations but that coarser zonal models result in large distortions of investment decisions."
2510.23585,Hope Speech Detection in Social Media English Corpora: Performance of Traditional and Transformer Models,"['cs.CL', 'cs.AI']","['Luis Ramos', 'Hiram Calvo', 'Olga Kolesnikova']","The identification of hope speech has become a promised NLP task, considering the need to detect motivational expressions of agency and goal-directed behaviour on social media platforms. This proposal evaluates traditional machine learning models and fine-tuned transformers for a previously split hope speech dataset as train, development and test set. On development test, a linear-kernel SVM and logistic regression both reached a macro-F1 of 0.78; SVM with RBF kernel reached 0.77, and Naïve Bayes hit 0.75. Transformer models delivered better results, the best model achieved weighted precision of 0.82, weighted recall of 0.80, weighted F1 of 0.79, macro F1 of 0.79, and 0.80 accuracy. These results suggest that while optimally configured traditional machine learning models remain agile, transformer architectures detect some subtle semantics of hope to achieve higher precision and recall in hope speech detection, suggesting that larges transformers and LLMs could perform better in small datasets."
2510.23584,Newtonian Gravity Can Produce Quantum Entanglement,['hep-th'],"['Feng-Li Lin', 'Sayid Mondal']","In this note, we combine the key ingredient for preparing quantum bodies from superposed mass distributions with the post-Newtonian approach to obtain an effective field theory of quantum bodies, thereby addressing the question of whether classical gravity can produce quantum entanglement. In this framework, we find that the effective theory is a two-qubit interaction with a coupling given by the Newtonian nonlocal quadrupole-quadrupole interaction. This non-local coupling produces the entanglement between quantum bodies."
2510.23583,Many-body chaos and pole-skipping in holographic charged rotating fluids,"['hep-th', 'cond-mat.str-el', 'gr-qc']","['Hong-Da Lyu', 'Jun-Kun Zhao', 'Li Li']","Recent developments identify pole-skipping as a `smoking-gun' signature of the hydrodynamic nature of chaos, offering an alternative way to probe quantum chaos in addition to the out-of-time-ordered correlator (OTOC). We study the quantum chaos and pole-skipping phenomenon in the strongly coupled charged rotating fluids, holographically dual to rotating black holes with nontrivial gauge field. We find that the near-horizon equation governing energy-density fluctuations differs from the source-less shock wave equation determining the OTOC, which depends on the $U(1)$ gauge choice. This discrepancy is eliminated under an appropriate boundary condition on the $U(1)$ gauge potential at the event horizon, as required by the vanishing of Wilson loop at the Euclidean horizon. We further investigate the dependence of the butterfly velocity on the charge and rotation parameters in a specific black hole configuration--the Cvetič-Lü-Pope solution."
2510.23582,Cosmic magnification on multi-catalogue Herschel submillimetre galaxies,['astro-ph.CO'],"['R. Fernandez-Fernandez', 'M. M. Cueli', 'J. González-Nuevo', 'L. Bonavera', 'D. Crespo', 'E. Goitia', 'J. M. Casas', 'J. A. Cano', 'M. Migliaccio']","{Submillimetre galaxies (SMGs) are excellent background sources for magnification-bias studies, but the limited sky coverage in the submillimetre (sub-mm) band constrains their statistical power. Beyond H-ATLAS, Herschel produced additional sub-mm catalogues, though not optimised for spatial statistical lensing analyses.} {Our goal is to refine cosmological constraints from SMG magnification bias by exploiting the full sub-mm sky surveyed by Herschel.} {We expanded the SMG sample by incorporating other Herschel catalogues overlapping SDSS spectroscopic lenses. Random catalogues were generated via kernel density estimation to compute cross-correlations, and Markov Chain Monte Carlo methods were applied to infer astrophysical and cosmological parameters for each catalogue and for the combined dataset.} {We report the first detection of magnification bias in SMGs beyond H-ATLAS, reinforcing the robustness of this observable. Individual Herschel catalogues yield reasonable central values for $Ω_m$ and $σ_8$, although with large uncertainties. The combined analysis, dominated by the more powerful H-ATLAS sample, gives results consistent with $Λ$CDM: $Ω_m = 0.30^{+0.05}_{-0.07}$, $σ_8 = 0.80 (+/- 0.07)$, and $h < 0.80$, in better agreement with \textit{Planck} 2018 than previous non-tomographic studies.} {SMGs are promising tracers for magnification bias, but the narrow sub-mm coverage remains a major limitation. Wider surveys optimised for lensing would enable cross-correlations on larger scales, yielding tighter cosmological constraints.}"
